State/UT,District,Year,MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,RAPE,KIDNAPPING & ABDUCTION,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,ROBBERY,BURGLARY,RIOTS,DOWRY DEATHS,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,CAUSING DEATH BY NEGLIGENCE,OTHER IPC CRIMES,TOTAL CRIMES
SIKKIM,EAST,2004,51,0,7,28,28,0,22,156,34,0,70,0,0,1053,1421
SIKKIM,EAST,2004,11,0,1,7,4,3,7,45,13,0,41,0,37,542,704
SIKKIM,EAST,2004,36,0,17,41,41,0,24,256,66,3,265,0,255,2184,3147
SIKKIM,EAST,2004,47,0,14,13,13,0,24,78,18,3,33,0,398,1486,2114
SIKKIM,EAST,2004,28,0,6,44,34,10,40,488,164,0,140,0,125,2357,3392
SIKKIM,EAST,2004,36,0,9,22,16,6,34,229,35,0,40,0,0,1449,1854
SIKKIM,EAST,2004,1113,27,339,1133,905,228,1136,5828,1599,58,3955,0,3958,49897,69043
SIKKIM,EAST,2004,51,1,28,19,12,7,14,209,116,28,68,0,4,918,1456
SIKKIM,EAST,2004,29,0,9,17,9,8,2,76,18,6,38,0,5,493,693
SIKKIM,EAST,2004,66,6,36,55,34,21,33,283,67,21,115,0,11,1897,2590
TAMIL NADU,DINDIGUL,2004,36,0,2,9,0,9,23,6,31,16,10,0,28,209,370
TAMIL NADU,DINDIGUL,2004,77,0,18,31,27,4,46,80,235,40,33,0,0,1580,2140
TAMIL NADU,DINDIGUL,2004,49,3,23,88,15,73,15,24,153,5,7,0,13,65,445
TAMIL NADU,DINDIGUL,2004,71,4,44,40,22,18,26,65,175,25,15,0,39,659,1163
TAMIL NADU,DINDIGUL,2004,107,6,23,123,8,115,83,71,204,15,55,0,83,1554,2324
TAMIL NADU,DINDIGUL,2004,108,9,128,226,40,186,52,55,682,29,161,0,30,229,1709
TAMIL NADU,DINDIGUL,2004,59,3,20,47,13,34,26,85,165,28,24,0,52,415,924
TAMIL NADU,DINDIGUL,2004,133,6,63,95,59,36,54,140,239,12,226,0,69,1545,2582
TAMIL NADU,DINDIGUL,2004,108,3,9,30,9,21,57,100,232,34,68,0,81,2296,3018
TAMIL NADU,DINDIGUL,2004,70,2,13,51,5,46,36,88,223,21,37,1,161,700,1403
TAMIL NADU,DINDIGUL,2004,55,11,59,60,15,45,53,33,420,33,70,6,64,1848,2712
TAMIL NADU,DINDIGUL,2004,163,15,19,70,30,40,168,127,391,36,58,0,108,966,2121
TAMIL NADU,ERODE,2004,17,0,10,24,15,9,2,65,25,0,6,0,48,669,866
TAMIL NADU,ERODE,2004,48,2,11,42,37,5,5,45,64,0,0,0,23,260,500
TAMIL NADU,ERODE,2004,31,1,20,46,40,6,0,44,75,0,0,0,0,272,489
TAMIL NADU,ERODE,2004,2,0,3,4,4,0,0,15,5,0,1,0,0,113,143
TAMIL NADU,ERODE,2004,80,0,11,18,18,0,0,9,13,0,2,0,11,212,356
TAMIL NADU,ERODE,2004,54,0,0,47,39,8,17,51,152,1,1,0,18,233,574
TAMIL NADU,ERODE,2004,1,0,1,0,0,0,0,0,0,0,0,0,0,5,7
TAMIL NADU,ERODE,2004,54,3,22,34,27,7,0,47,57,2,7,0,16,638,880
TAMIL NADU,ERODE,2004,48,1,7,12,12,0,0,27,25,0,0,0,6,340,466
TAMIL NADU,ERODE,2004,34,3,5,11,9,2,0,16,0,0,4,0,0,142,215
TAMIL NADU,ERODE,2004,45,2,24,115,92,23,48,223,153,0,16,0,40,1153,1819
TAMIL NADU,ERODE,2004,9,1,11,8,8,0,0,89,38,0,4,0,3,952,1115
TRIPURA,G.R.P.,2004,10,0,0,1,0,1,0,2,3,0,0,0,0,19,35
TRIPURA,GOMATI,2004,42,2,21,37,22,15,24,141,78,6,119,0,144,549,1163
TRIPURA,GRP,2004,0,0,0,0,0,0,0,2,37,0,1,0,0,18,58
TRIPURA,GRP,2004,25,14,4,10,8,2,1,86,147,6,2,0,176,2390,2861
UTTAR PRADESH,ETAH,2004,816,29,218,735,632,103,129,1420,1116,9,82,0,422,10677,15653
UTTAR PRADESH,ETAH,2004,58,2,48,40,26,14,64,132,180,29,16,0,118,381,1068
UTTAR PRADESH,ETAH,2004,134,38,37,19,9,10,14,34,34,0,8,0,1,204,523
UTTAR PRADESH,ETAH,2004,31,0,18,4,1,3,19,19,123,15,4,0,0,481,714
UTTAR PRADESH,ETAH,2004,36,4,37,5,2,3,25,53,145,16,17,0,2,764,1104
UTTAR PRADESH,ETAH,2004,88,13,38,72,25,47,64,149,237,36,19,0,4,1561,2281
UTTAR PRADESH,ETAH,2004,5,0,2,2,1,1,32,8,11,0,0,0,3,77,140
UTTAR PRADESH,ETAH,2004,67,4,50,15,3,12,13,54,99,8,37,0,46,220,613
UTTAR PRADESH,ETAH,2004,39,3,32,9,2,7,20,29,107,14,19,2,7,229,510
UTTAR PRADESH,ETAH,2004,72,4,39,23,8,15,42,91,108,52,36,0,98,1008,1573
UTTAR PRADESH,ETAH,2004,31,0,86,21,6,15,10,46,125,4,56,0,3,1310,1692
UTTAR PRADESH,ETAH,2004,108,8,31,9,8,1,41,37,32,1,14,0,6,265,552
UTTAR PRADESH,ETAWAH,2004,86,11,71,33,18,15,66,103,198,31,90,0,0,1035,1724
UTTAR PRADESH,ETAWAH,2004,81,9,76,50,18,32,29,156,114,12,72,0,3,1149,1751
UTTAR PRADESH,ETAWAH,2004,2,0,1,1,1,0,6,6,3,0,0,0,1,56,76
UTTAR PRADESH,ETAWAH,2004,18,2,25,13,2,11,6,30,39,3,18,0,1,135,290
UTTAR PRADESH,ETAWAH,2004,30,0,6,13,4,9,24,13,103,7,37,0,38,178,449
UTTAR PRADESH,ETAWAH,2004,43,2,12,8,2,6,13,12,20,3,3,0,36,173,325
UTTAR PRADESH,ETAWAH,2004,44,1,14,2,1,1,22,16,23,0,12,0,0,230,364
UTTAR PRADESH,ETAWAH,2004,37,4,37,6,1,5,13,16,44,2,5,0,1,349,514
UTTAR PRADESH,ETAWAH,2004,69,3,14,16,8,8,40,111,167,24,18,34,3,499,998
UTTAR PRADESH,ETAWAH,2004,270,0,55,67,22,45,181,222,263,9,62,0,4,1992,3125
UTTAR PRADESH,ETAWAH,2004,45,2,26,22,5,17,17,21,65,5,19,0,28,242,492
UTTAR PRADESH,ETAWAH,2004,51,2,26,16,4,12,7,45,31,3,25,0,7,308,521
UTTAR PRADESH,FAIZABAD,2004,43,3,16,2,1,1,12,16,10,1,1,0,6,123,233
UTTAR PRADESH,FAIZABAD,2004,1488,115,797,468,178,290,780,1419,2281,275,588,36,416,12969,21632
UTTAR PRADESH,FAIZABAD,2004,38,1,3,24,14,10,11,89,189,2,54,0,0,1009,1420
UTTAR PRADESH,FAIZABAD,2004,214,2,32,175,61,114,455,1874,323,44,227,0,104,11008,14458
UTTAR PRADESH,FAIZABAD,2004,152,2,29,42,20,22,42,539,477,31,94,0,0,4118,5526
UTTAR PRADESH,FAIZABAD,2004,106,2,5,26,12,14,30,188,255,6,109,0,33,2504,3264
UTTAR PRADESH,FAIZABAD,2004,42,1,5,17,12,5,13,118,219,5,44,0,8,2433,2905
UTTAR PRADESH,FAIZABAD,2004,40,1,8,25,16,9,20,155,187,8,47,0,0,2003,2494
UTTAR PRADESH,FAIZABAD,2004,66,4,8,21,11,10,16,123,242,2,73,0,0,1607,2162
UTTAR PRADESH,FAIZABAD,2004,23,3,7,9,2,7,6,99,106,4,19,0,0,592,868
UTTAR PRADESH,FAIZABAD,2004,29,3,7,13,7,6,14,141,161,5,59,0,10,1131,1573
UTTAR PRADESH,FAIZABAD,2004,32,4,16,7,5,2,10,119,315,6,39,0,0,1822,2370
UTTAR PRADESH,FATEHGARH,2004,3,0,0,1,1,0,4,3,14,0,0,0,0,12,37
UTTAR PRADESH,FATEHGARH,2004,41,56,41,22,10,12,66,387,685,2,244,0,12,4477,6033
UTTAR PRADESH,FATEHGARH,2004,15,8,18,21,17,4,94,349,290,0,95,0,1,2594,3485
UTTAR PRADESH,FATEHGARH,2004,36,32,42,28,17,11,70,398,475,5,268,0,0,4484,5838
UTTAR PRADESH,FATEHGARH,2004,11,6,25,3,3,0,16,118,257,3,63,0,1,341,844
UTTAR PRADESH,FATEHGARH,2004,417,473,480,232,142,90,639,4580,6461,31,3222,0,42,54106,70683
UTTAR PRADESH,FATEHGARH,2004,24,0,28,4,3,1,10,106,8,4,35,0,0,838,1057
UTTAR PRADESH,FATEHGARH,2004,22,5,35,3,3,0,11,109,25,4,14,0,39,520,787
UTTAR PRADESH,FATEHGARH,2004,74,2,86,10,6,4,20,166,40,13,69,0,62,1558,2100
UTTAR PRADESH,FATEHGARH,2004,29,3,30,1,1,0,4,101,28,4,22,0,93,1259,1574
UTTAR PRADESH,FATEHGARH,2004,59,2,110,17,15,2,9,149,15,18,76,0,98,1587,2140
UTTAR PRADESH,FATEHGARH,2004,57,3,29,33,13,20,43,197,104,35,75,0,96,1865,2537
UTTAR PRADESH,FATEHPUR,2004,15,0,31,3,3,0,15,83,18,5,14,0,0,355,539
UTTAR PRADESH,FATEHPUR,2004,50,76,51,20,14,6,29,264,33,8,71,0,0,1711,2313
UTTAR PRADESH,FATEHPUR,2004,107,6,97,47,30,17,121,838,117,35,294,0,367,8676,10705
UTTAR PRADESH,FATEHPUR,2004,3,2,1,0,0,0,5,3,0,0,0,0,0,107,121
UTTAR PRADESH,FATEHPUR,2004,84,0,102,39,26,13,79,596,82,42,115,0,209,2915,4263
UTTAR PRADESH,FATEHPUR,2004,4,0,7,0,0,0,15,4,1,0,0,0,0,169,200
UTTAR PRADESH,FATEHPUR,2004,139,2,22,43,42,1,12,89,27,1,12,0,0,1252,1599
UTTAR PRADESH,FATEHPUR,2004,33,2,30,4,3,1,14,172,29,19,67,0,95,705,1170
UTTAR PRADESH,FATEHPUR,2004,36,0,57,14,12,2,26,281,39,12,49,0,79,2549,3142
UTTAR PRADESH,FATEHPUR,2004,32,4,63,18,15,3,22,263,76,12,77,0,87,1331,1985
UTTAR PRADESH,FATEHPUR,2004,22,0,44,4,2,2,10,85,16,6,30,0,60,1128,1405
UTTAR PRADESH,FATEHPUR,2004,27,0,40,17,9,8,35,199,34,8,68,0,68,1397,1893
UTTAR PRADESH,FIROZABAD,2004,78,0,61,28,13,15,32,196,53,7,36,0,101,2328,2920
UTTAR PRADESH,FIROZABAD,2004,61,2,51,27,22,5,29,358,31,17,59,0,115,1910,2660
UTTAR PRADESH,FIROZABAD,2004,31,1,62,5,4,1,11,129,18,6,46,0,97,1669,2075
UTTAR PRADESH,FIROZABAD,2004,59,0,43,11,5,6,22,189,27,24,37,0,46,1123,1581
UTTAR PRADESH,FIROZABAD,2004,62,0,65,36,27,9,58,617,100,13,192,0,117,4655,5915
UTTAR PRADESH,FIROZABAD,2004,23,32,30,2,1,1,10,115,14,6,24,0,5,553,814
UTTAR PRADESH,FIROZABAD,2004,48,2,100,11,10,1,14,211,57,11,58,0,55,1964,2531
UTTAR PRADESH,FIROZABAD,2004,2379,188,2875,832,584,248,1526,12308,2479,751,3436,0,4209,96911,127894
UTTAR PRADESH,FIROZABAD,2004,98,0,41,25,13,12,108,309,175,0,277,0,452,1321,2806
UTTAR PRADESH,FIROZABAD,2004,55,0,38,23,21,2,57,314,108,6,147,0,102,1387,2237
UTTAR PRADESH,FIROZABAD,2004,19,4,17,21,18,3,45,242,95,1,54,0,63,764,1325
UTTAR PRADESH,FIROZABAD,2004,60,7,56,20,19,1,21,305,95,9,104,0,124,847,1648
UTTAR PRADESH,G.R.P.,2004,7,2,1,2,1,1,29,5,8,0,0,0,2,93,149
UTTAR PRADESH,G.R.P.,2004,91,3,31,23,16,7,68,395,235,16,198,0,152,1974,3186
UTTAR PRADESH,G.R.P.,2004,61,0,17,19,14,5,99,323,97,2,51,0,369,776,1814
UTTAR PRADESH,G.R.P.,2004,4,0,0,0,0,0,4,0,3,0,0,0,1,34,46
UTTAR PRADESH,G.R.P.,2004,69,0,30,14,9,5,21,240,122,3,85,0,205,554,1343
UTTAR PRADESH,G.R.P.,2004,96,9,41,18,10,8,34,166,140,10,124,0,337,814,1789
UTTAR PRADESH,G.R.P.,2004,28,2,19,17,16,1,17,121,111,5,144,0,69,604,1137
UTTAR PRADESH,G.R.P.,2004,6,0,1,1,0,1,0,5,0,0,0,0,0,32,45
UTTAR PRADESH,G.R.P.,2004,7,0,0,7,0,7,1,1,5,0,0,0,0,69,90
UTTAR PRADESH,G.R.P.,2004,159,3,31,128,71,57,3,66,115,0,2,0,35,999,1541
UTTAR PRADESH,G.R.P.,2004,17,2,12,10,4,6,3,16,2,1,0,0,9,27,99
UTTAR PRADESH,G.R.P.,2004,14,0,9,2,0,2,6,12,0,0,0,0,0,30,73
UTTAR PRADESH,GAUTAMBUDH NAGAR,2004,48,1,12,29,29,0,10,149,111,5,21,0,255,1873,2514
UTTAR PRADESH,GAUTAMBUDH NAGAR,2004,31,2,5,10,10,0,8,79,93,1,27,0,142,1365,1763
UTTAR PRADESH,GAUTAMBUDH NAGAR,2004,63,0,30,21,18,3,13,94,4,5,57,0,247,2821,3355
UTTAR PRADESH,GAUTAMBUDH NAGAR,2004,19,0,3,6,4,2,7,27,12,2,13,0,57,840,986
UTTAR PRADESH,GAUTAMBUDH NAGAR,2004,20,1,16,14,14,0,5,71,97,14,29,0,216,1185,1668
UTTAR PRADESH,GAUTAMBUDH NAGAR,2004,30,0,27,25,25,0,9,101,172,3,4,0,191,2231,2793
UTTAR PRADESH,GAUTAMBUDH NAGAR,2004,24,0,7,10,8,2,2,50,55,2,10,0,82,1359,1601
UTTAR PRADESH,GAUTAMBUDH NAGAR,2004,59,1,35,31,18,13,15,162,6,2,62,0,201,3124,3698
UTTAR PRADESH,GAUTAMBUDH NAGAR,2004,0,0,0,0,0,0,3,0,3,0,0,0,2,119,127
UTTAR PRADESH,GAUTAMBUDH NAGAR,2004,58,0,16,30,16,14,5,62,71,5,0,0,287,1887,2421
UTTAR PRADESH,GAUTAMBUDH NAGAR,2004,13,1,0,6,3,3,1,82,5,4,32,0,108,1753,2005
UTTAR PRADESH,GAUTAMBUDH NAGAR,2004,60,3,17,30,22,8,6,173,244,6,11,0,369,2960,3879
UTTAR PRADESH,GHAZIABAD,2004,47,13,4,45,21,24,10,23,22,20,16,0,84,242,526
UTTAR PRADESH,GHAZIABAD,2004,110,24,16,47,37,10,90,96,109,27,150,0,4,694,1367
UTTAR PRADESH,GHAZIABAD,2004,212,39,35,96,43,53,60,86,39,50,37,0,5,962,1621
UTTAR PRADESH,GHAZIABAD,2004,85,14,11,29,18,11,33,23,32,16,56,0,41,287,627
UTTAR PRADESH,GHAZIABAD,2004,45,19,16,30,26,4,12,76,29,16,24,0,74,504,845
UTTAR PRADESH,GHAZIABAD,2004,49,20,6,19,12,7,12,56,75,11,33,0,46,294,621
UTTAR PRADESH,GHAZIABAD,2004,22,11,5,7,5,2,2,20,9,3,8,0,21,62,170
UTTAR PRADESH,GHAZIABAD,2004,66,19,21,19,8,11,16,61,21,27,17,0,0,472,739
UTTAR PRADESH,GHAZIABAD,2004,49,17,25,41,37,4,19,86,39,25,48,0,147,536,1032
UTTAR PRADESH,GHAZIABAD,2004,214,23,41,117,84,33,97,158,113,44,201,3,296,972,2279
UTTAR PRADESH,GHAZIABAD,2004,34,11,7,21,21,0,12,40,35,17,21,0,108,260,566
UTTAR PRADESH,GHAZIABAD,2004,86,22,25,34,29,5,26,47,55,21,132,0,114,474,1036
UTTAR PRADESH,GHAZIPUR,2004,199,31,40,90,69,21,78,78,74,36,106,0,152,1075,1959
UTTAR PRADESH,GHAZIPUR,2004,23,12,5,7,3,4,14,19,12,10,18,0,28,286,434
UTTAR PRADESH,GHAZIPUR,2004,25,11,10,9,4,5,1,18,7,8,5,0,37,165,296
UTTAR PRADESH,GHAZIPUR,2004,44,20,12,29,23,6,16,65,78,16,31,0,116,437,864
UTTAR PRADESH,GHAZIPUR,2004,148,29,26,63,26,37,40,67,67,47,61,0,138,632,1318
UTTAR PRADESH,GHAZIPUR,2004,71,14,9,63,25,38,27,40,29,13,46,0,132,624,1068
UTTAR PRADESH,GHAZIPUR,2004,50,12,12,19,17,2,15,61,28,14,24,0,101,313,649
UTTAR PRADESH,GHAZIPUR,2004,89,12,10,40,27,13,34,31,21,21,35,0,11,216,520
UTTAR PRADESH,GHAZIPUR,2004,87,34,10,20,16,4,14,33,7,23,17,0,154,421,820
UTTAR PRADESH,GHAZIPUR,2004,123,21,10,89,37,52,70,73,65,48,89,0,0,677,1265
UTTAR PRADESH,GHAZIPUR,2004,15,2,2,5,2,3,40,1,8,0,0,0,2,690,765
UTTAR PRADESH,GHAZIPUR,2004,63,14,20,32,26,6,39,47,45,14,39,0,200,662,1175
UTTAR PRADESH,GONDA,2004,56,3,33,54,37,17,41,106,87,10,118,0,121,313,942
UTTAR PRADESH,GONDA,2004,43,8,6,28,26,2,23,46,29,6,25,0,67,147,428
UTTAR PRADESH,GONDA,2004,19,2,6,10,9,1,7,62,28,7,11,0,42,81,275
UTTAR PRADESH,GONDA,2004,5,5,9,3,0,3,7,24,15,8,6,0,3,152,237
UTTAR PRADESH,GONDA,2004,4,0,4,3,3,0,4,21,23,6,2,0,13,18,98
UTTAR PRADESH,GONDA,2004,11,0,4,14,14,0,0,22,14,4,12,0,23,135,239
UTTAR PRADESH,GONDA,2004,53,4,15,41,0,41,47,68,127,21,85,0,10,612,1083
UTTAR PRADESH,GONDA,2004,4,2,5,5,5,0,0,14,17,2,9,0,0,102,160
UTTAR PRADESH,GONDA,2004,262,29,115,213,127,86,165,566,444,82,405,0,464,2319,5064
UTTAR PRADESH,GONDA,2004,177,50,176,180,124,56,72,60,208,55,810,0,3,4228,6019
UTTAR PRADESH,GONDA,2004,130,54,122,103,100,3,33,12,231,43,966,0,27,3507,5228
UTTAR PRADESH,GONDA,2004,28,8,9,10,1,9,7,19,62,7,247,0,105,316,818
UTTAR PRADESH,GORAKHPUR,2004,2,0,0,0,0,0,0,2,0,0,0,0,0,14,18
UTTAR PRADESH,GORAKHPUR,2004,15,2,10,3,3,0,3,69,9,0,5,0,6,387,509
UTTAR PRADESH,GORAKHPUR,2004,22,10,19,54,43,11,6,186,43,6,73,0,5,720,1144
UTTAR PRADESH,GORAKHPUR,2004,22,10,19,54,43,11,6,186,43,6,73,0,5,720,1144
UTTAR PRADESH,GORAKHPUR,2004,11,0,7,12,7,5,2,20,17,0,3,0,8,193,273
UTTAR PRADESH,GORAKHPUR,2004,11,0,7,12,7,5,2,20,17,0,3,0,8,193,273
UTTAR PRADESH,GORAKHPUR,2004,2,0,1,2,0,2,1,35,19,0,4,0,20,37,121
UTTAR PRADESH,GORAKHPUR,2004,1,0,0,0,0,0,0,0,0,0,0,0,5,14,20
UTTAR PRADESH,GORAKHPUR,2004,3,0,1,2,0,2,1,35,19,0,4,0,25,51,141
UTTAR PRADESH,GORAKHPUR,2004,16,6,27,57,41,16,18,84,8,1,44,0,9,1347,1617
UTTAR PRADESH,GORAKHPUR,2004,481,80,551,1209,881,328,461,1875,67,126,1254,0,433,22048,28585
UTTAR PRADESH,GORAKHPUR,2004,52,13,62,172,125,47,52,137,6,13,212,0,17,1932,2668
ANDHRA PRADESH,GUNTAKAL RLY.,2005,113,7,57,75,51,24,23,93,38,4,53,0,219,427,1109
ANDHRA PRADESH,GUNTAKAL RLY.,2005,4,0,2,5,2,3,5,4,9,0,0,0,4,121,154
ANDHRA PRADESH,GUNTAKAL RLY.,2005,31,0,40,73,69,4,12,50,93,3,142,2,46,248,740
ANDHRA PRADESH,GUNTAKAL RLY.,2005,61,3,54,87,70,17,28,69,0,0,91,0,96,183,672
ANDHRA PRADESH,GUNTAKAL RLY.,2005,39,71,38,147,93,54,96,462,60,6,114,0,370,1418,2821
ANDHRA PRADESH,GUNTAKAL RLY.,2005,18,5,18,35,33,2,6,54,134,1,32,0,24,395,722
ANDHRA PRADESH,GUNTAKAL RLY.,2005,51,3,29,44,40,4,10,54,17,0,42,0,66,242,558
ANDHRA PRADESH,GUNTAKAL RLY.,2005,31,16,73,86,53,33,13,96,70,0,0,0,66,41,492
ANDHRA PRADESH,GUNTAKAL RLY.,2005,76,0,8,39,15,24,11,26,37,2,10,0,52,190,451
ANDHRA PRADESH,GUNTAKAL RLY.,2005,30,0,28,31,29,2,5,70,209,9,71,0,42,216,711
ANDHRA PRADESH,GUNTAKAL RLY.,2005,46,0,36,44,29,15,14,32,87,2,53,0,89,183,586
ANDHRA PRADESH,GUNTAKAL RLY.,2005,36,1,69,112,110,2,6,1,61,4,125,0,116,243,774
ANDHRA PRADESH,GUNTUR,2005,22,1,52,47,47,0,6,16,72,3,65,0,43,271,598
ANDHRA PRADESH,GUNTUR,2005,11,0,1,10,8,2,11,16,5,0,1,0,17,56,128
ANDHRA PRADESH,GUNTUR,2005,88,5,149,185,181,4,42,203,286,2,291,0,309,645,2205
ANDHRA PRADESH,GUNTUR,2005,17,0,27,38,29,9,6,44,10,2,19,0,38,186,387
ANDHRA PRADESH,GUNTUR,2005,10,0,8,5,5,0,3,0,18,0,0,0,0,74,118
ANDHRA PRADESH,GUNTUR,2005,61,0,38,73,73,0,9,78,59,2,81,0,69,588,1058
ANDHRA PRADESH,GUNTUR,2005,87,0,77,108,106,2,27,177,258,3,145,1,160,906,1949
ANDHRA PRADESH,GUNTUR,2005,92,1,42,75,61,14,25,89,9,10,16,0,38,858,1255
ANDHRA PRADESH,GUNTUR,2005,39,0,21,20,15,5,12,49,16,6,13,0,21,213,410
ANDHRA PRADESH,GUNTUR,2005,1194,117,1238,1751,1456,295,451,2255,2760,99,2206,3,2695,11299,26068
ANDHRA PRADESH,GUNTUR,2005,68,3,29,43,39,4,42,25,300,9,19,1,24,795,1358
ANDHRA PRADESH,GUNTUR,2005,28,0,1,9,0,9,14,9,30,11,1,0,30,257,390
ANDHRA PRADESH,GUNTUR URBAN,2005,60,4,17,33,23,10,27,104,193,29,9,0,18,255,749
ANDHRA PRADESH,GUNTUR URBAN,2005,40,12,8,85,13,72,4,20,141,3,6,0,11,63,393
ANDHRA PRADESH,GUNTUR URBAN,2005,58,3,43,44,25,19,15,54,196,13,10,0,28,651,1115
ANDHRA PRADESH,HYDERABAD CITY,2005,61,0,41,17,14,3,29,323,116,2,110,0,188,1010,1897
ANDHRA PRADESH,HYDERABAD CITY,2005,47,0,15,9,9,0,15,110,108,10,110,0,204,792,1420
ANDHRA PRADESH,HYDERABAD CITY,2005,60,3,22,5,3,2,24,97,36,1,42,0,68,291,649
ANDHRA PRADESH,HYDERABAD CITY,2005,29,0,22,18,17,1,16,209,41,1,59,0,102,648,1145
ANDHRA PRADESH,HYDERABAD CITY,2005,34,1,15,15,12,3,41,119,153,2,106,0,53,396,935
ANDHRA PRADESH,HYDERABAD CITY,2005,74,2,52,26,26,0,37,217,200,4,301,0,295,1321,2529
ANDHRA PRADESH,HYDERABAD CITY,2005,37,2,20,13,8,5,58,153,176,21,215,0,116,907,1718
ANDHRA PRADESH,HYDERABAD CITY,2005,65,2,26,25,15,10,27,258,167,22,76,0,281,808,1757
ANDHRA PRADESH,HYDERABAD CITY,2005,49,1,24,22,20,2,36,220,175,40,107,0,152,959,1785
ANDHRA PRADESH,HYDERABAD CITY,2005,212,8,201,198,122,76,362,3175,261,9,336,0,658,7275,12695
ANDHRA PRADESH,HYDERABAD CITY,2005,5,0,2,7,5,2,29,5,16,0,0,0,1,77,142
ANDHRA PRADESH,HYDERABAD CITY,2005,106,3,52,57,48,9,184,1236,246,4,185,0,249,2961,5283
ASSAM,GUWAHATI CITY,2005,43,1,6,36,5,31,40,18,109,9,6,0,0,601,869
ASSAM,GUWAHATI CITY,2005,83,5,23,41,11,30,30,54,266,22,32,0,77,639,1272
ASSAM,GUWAHATI CITY,2005,436,25,57,275,59,216,633,521,484,85,189,0,452,6380,9537
ASSAM,GUWAHATI CITY,2005,15,2,0,2,0,2,27,3,6,2,0,0,0,236,293
ASSAM,GUWAHATI CITY,2005,113,6,39,60,7,53,95,72,152,6,16,0,55,1193,1807
ASSAM,GUWAHATI CITY,2005,107,13,18,29,7,22,26,111,137,37,7,0,205,1992,2682
ASSAM,GUWAHATI CITY,2005,17,3,11,40,2,38,28,46,185,5,12,6,33,654,1040
ASSAM,GUWAHATI CITY,2005,121,30,28,97,4,93,61,88,302,40,73,48,54,1521,2463
ASSAM,GUWAHATI CITY,2005,125,21,32,85,43,42,24,165,170,76,58,0,107,340,1203
ASSAM,GUWAHATI CITY,2005,33,0,1,23,3,20,14,9,58,12,17,0,0,450,617
ASSAM,GUWAHATI CITY,2005,11,1,9,26,14,12,6,12,78,1,10,0,7,243,404
ASSAM,GUWAHATI CITY,2005,63,4,32,74,51,23,18,64,245,32,64,0,39,1601,2236
ASSAM,HAILAKANDI,2005,50,2,43,10,5,5,8,223,102,12,104,0,106,1317,1977
ASSAM,HAILAKANDI,2005,63,4,68,19,18,1,34,78,16,3,6,0,46,290,627
ASSAM,HAILAKANDI,2005,16,2,24,4,4,0,1,92,23,1,31,0,22,371,587
ASSAM,HAILAKANDI,2005,40,0,32,11,9,2,14,58,37,0,9,0,47,535,783
ASSAM,HAILAKANDI,2005,35,3,27,3,2,1,15,136,33,7,29,0,132,822,1242
ASSAM,HAILAKANDI,2005,34,1,51,5,5,0,15,142,27,3,43,0,66,568,955
ASSAM,HAILAKANDI,2005,19,2,25,7,5,2,10,120,13,3,23,0,92,666,980
ASSAM,HAILAKANDI,2005,13,0,1,0,0,0,7,8,1,0,1,0,5,22,58
ASSAM,HAILAKANDI,2005,62,2,35,11,11,0,30,175,61,9,32,0,144,933,1494
ASSAM,HAILAKANDI,2005,92,2,125,46,41,5,42,619,101,16,94,0,352,4072,5561
ASSAM,HAILAKANDI,2005,40,0,81,8,6,2,16,157,29,5,25,0,124,1432,1917
ASSAM,HAILAKANDI,2005,52,5,74,19,0,19,28,210,70,1,31,0,53,859,1402
ASSAM,HAMREN,2005,24,1,6,22,19,3,13,84,38,0,111,0,95,1536,1930
BIHAR,JAMALPUR RLY.,2005,65,5,32,54,38,16,41,88,66,7,73,0,144,155,730
BIHAR,JAMALPUR RLY.,2005,31,5,7,16,16,0,19,57,45,13,18,0,69,310,590
BIHAR,JAMALPUR RLY.,2005,17,3,7,4,4,0,3,45,11,1,11,0,30,81,213
BIHAR,JAMALPUR RLY.,2005,8,2,7,4,0,4,7,23,10,4,10,0,0,105,180
BIHAR,JAMALPUR RLY.,2005,11,2,2,4,3,1,3,24,7,3,0,0,13,29,98
BIHAR,JAMALPUR RLY.,2005,11,0,9,8,8,0,2,16,15,6,10,0,22,86,185
BIHAR,JAMALPUR RLY.,2005,40,4,21,47,1,46,31,62,130,5,51,0,0,582,973
BIHAR,JAMALPUR RLY.,2005,6,2,7,5,5,0,0,18,14,0,4,0,0,96,152
BIHAR,JAMALPUR RLY.,2005,279,30,133,203,125,78,159,521,433,63,272,0,462,2078,4633
BIHAR,JAMALPUR RLY.,2005,168,38,217,211,153,58,39,78,203,71,886,0,7,3707,5625
BIHAR,JAMALPUR RLY.,2005,131,39,136,118,117,1,21,237,246,64,915,0,42,3211,5160
BIHAR,JAMALPUR RLY.,2005,27,2,9,14,14,0,7,15,69,4,340,0,105,358,950
CHHATTISGARH,GRP RAIPUR,2005,108,13,53,65,46,19,20,191,68,21,280,0,276,1838,2933
CHHATTISGARH,GRP RAIPUR,2005,172,3,16,60,30,30,21,178,102,12,137,0,349,1500,2550
CHHATTISGARH,GRP RAIPUR,2005,105,0,35,72,58,14,24,281,87,9,202,0,541,2573,3929
